Dex Number,Pokemon Name,Primary Type,Secondary Type,Rarity,Sky,Time,Weather,Biomes,Anti-Biomes,Structures,Anti-Structures,Base Blocks,Nearby Blocks,Moon Phase,Anti-Moon Phase,Presets,Generation,Labels,Egg Groups,Weight,Context,Spawn ID,Species Archive,Original Spawn Archive,Original Species Archive
#0052,Meowth Alolan,Dark,-----,Uncommon,CANNOT SEE,Any,Any,Overworld,,,,,,,,Illager_Structures,Gen 1,"Kanto Regional, Kanto Regional",Field,54.0,Grounded,meowth-alolan-7,generation1/meowth.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0052,Meowth Galarian,Steel,-----,Common,8 - 15,Any,Any,"Freezing, Taiga",,,Village,,,,,"Natural, Urban",Gen 1,"Kanto Regional, Kanto Regional",Field,9.0,Grounded,meowth-galarian-8,generation1/meowth.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0052,Meowth Galarian,Steel,-----,Common,8 - 15,Any,Any,"Freezing, Taiga",,,,,,,,"Natural, Village",Gen 1,"Kanto Regional, Kanto Regional",Field,9.0,Grounded,meowth-galarian-9,generation1/meowth.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0481,Mesprit,Psychic,-----,Ultra-Rare,MUST SEE,Any,Any,River,,,,,,,,Natural,Gen 4,Legendary,Undiscovered,1.0,Grounded,mesprit-1,generation4/mesprit.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0376,Metagross,Steel,Psychic,Ultra-Rare,Any,Any,Any,"Dripstone, Peak",,,,,,,,Natural,Gen 3,Pseudo Legendary,Mineral,0.1,Grounded,metagross-1,generation3/metagross.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0376,Metagross,Steel,Psychic,Rare,Any,Any,Any,End,,,,,,,,Natural,Gen 3,Pseudo Legendary,Mineral,0.1,Grounded,metagross-2,generation3/metagross.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0376,Metagross,Steel,Psychic,Rare,Any,Any,Any,Howling Constructs,,,Sempiternal Sanctums,,,,,,Gen 3,Pseudo Legendary,Mineral,0.1,Grounded,metagross-3,generation3/metagross.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0375,Metang,Steel,Psychic,Ultra-Rare,Any,Any,Any,"Dripstone, Peak",,,,,,,,Natural,Gen 3,,Mineral,0.9,Grounded,metang-1,generation3/metang.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0375,Metang,Steel,Psychic,Rare,Any,Any,Any,End,,,,,,,,Natural,Gen 3,,Mineral,0.9,Grounded,metang-2,generation3/metang.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0375,Metang,Steel,Psychic,Rare,Any,Any,Any,Howling Constructs,,,Sempiternal Sanctums,,,,,,Gen 3,,Mineral,0.9,Grounded,metang-3,generation3/metang.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0011,Metapod,Bug,-----,Common,8 - 15,Any,Any,Forest,"Freezing, Spooky",,,,,,,"Natural, Treetop",Gen 1,,Bug,2.0,Grounded,metapod-1,generation1/metapod.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0011,Metapod,Bug,-----,Common,8 - 15,Any,Any,Plains,,,,,,,,"Natural, Foliage, Treetop",Gen 1,,Bug,2.0,Grounded,metapod-2,generation1/metapod.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0011,Metapod Valencian,Bug,-----,Common,8 - 15,Any,Any,"Jungle, Tropical Island",,,,,,,,"Natural, Treetop",Gen 1,,Bug,2.0,Grounded,metapod-valencian-3,generation1/metapod.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0011,Metapod Valencian,Bug,-----,Common,Any,Any,Any,Floral Meadow,,,Sempiternal Sanctums,,,,,,Gen 1,,Bug,2.0,Grounded,metapod-valencian-4,generation1/metapod.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0151,Mew,Psychic,-----,Ultra-Rare,MUST SEE,Noon,Clear,"Floral, Jungle",,,,,,,,,Gen 1,"Mythical, Legendary",Undiscovered,3.0,Grounded,mew-1,generation1/mew.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0151,Mew,Psychic,-----,Ultra-Rare,MUST SEE,Any,Any,End,,,,,,,,,Gen 1,"Mythical, Legendary",Undiscovered,3.0,Grounded,mew-2,generation1/mew.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0150,Mewtwo,Psychic,-----,Ultra-Rare,Any,Afternoon,Any,Overworld,,,,Grass Block,,,,,Gen 1,Legendary,Undiscovered,1.0,Grounded,mewtwo-1,generation1/mewtwo.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0262,Mightyena,Dark,-----,Common,8 - 15,Night,Any,"Badlands, Savanna",,,,,,,,Natural,Gen 3,,Field,0.6,Grounded,mightyena-1,generation3/mightyena.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0262,Mightyena,Dark,-----,Common,8 - 15,Any,Any,Overworld,,,,,,,,"Natural, Pillager_Outpost",Gen 3,,Field,10.0,Grounded,mightyena-2,generation3/mightyena.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0868,Milcery,Fairy,-----,Common,Any,Any,Any,Overworld,,,,,Cake,,,,Gen 8,,"Fairy, Amorphous",9.0,Grounded,milcery-1,generation8/milcery.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0868,Milcery,Fairy,-----,Uncommon,Any,Any,Any,Overworld,,,,,Sugar Cane,,,,Gen 8,,"Fairy, Amorphous",1.8,Grounded,milcery-2,generation8/milcery.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0868,Milcery,Fairy,-----,Common,CANNOT SEE,Any,Any,Overworld,,,,,"Light Grey Carpet, Magenta Carpet, White Carpet",,,Mansion,Gen 8,,"Fairy, Amorphous",1.8,Grounded,milcery-3,generation8/milcery.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0350,Milotic,Water,-----,Rare,MUST SEE,Any,Any,,,,,,,,,"Freshwater, Underwater",Gen 3,,"Water_1, Dragon",0.5,Submerged,milotic-1,generation3/milotic.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0241,Miltank,Normal,-----,Common,8 - 15,Any,Any,Grassland,,,,,,,,Natural,Gen 2,,Field,6.0,Grounded,miltank-1,generation2/miltank.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0241,Miltank Mooshtank=Brown,Normal,-----,Common,8 - 15,Any,Any,Mushroom Fields,,,,,,,,Natural,Gen 2,,Field,0.1,Grounded,miltank-brown-3,generation2/miltank.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0241,Miltank Mooshtank=Red,Normal,-----,Common,8 - 15,Any,Any,Mushroom Fields,,,,,,,,Natural,Gen 2,,Field,9.9,Grounded,miltank-red-2,generation2/miltank.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0439,Mimejr,Psychic,Fairy,Uncommon,8 - 15,Any,Any,Overworld,Freezing,,,,,,,"Natural, Urban",Gen 4,Baby,Undiscovered,9.0,Grounded,mimejr-1,generation4/mimejr.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0439,Mimejr,Psychic,Fairy,Uncommon,8 - 15,Any,Any,Overworld,Freezing,,,,,,,"Natural, Village",Gen 4,Baby,Undiscovered,9.0,Grounded,mimejr-2,generation4/mimejr.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0439,Mimejr,Psychic,Fairy,Common,CANNOT SEE,Any,Any,Overworld,,,,,,,,Mansion,Gen 4,Baby,Undiscovered,1.8,Grounded,mimejr-3,generation4/mimejr.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0778,Mimikyu,Ghost,Fairy,Rare,8 - 15,Any,Any,Spooky,,,,,,,,Natural,Gen 7,,Amorphous,10.0,Grounded,mimikyu-1,generation7/mimikyu.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0778,Mimikyu,Ghost,Fairy,Uncommon,CANNOT SEE,Any,Any,Overworld,,,,,,,,Mansion,Gen 7,,Amorphous,10.0,Grounded,mimikyu-2,generation7/mimikyu.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0572,Minccino,Normal,-----,Rare,MUST SEE,Any,Any,Forest,,,,,,,,,Gen 5,,Field,7.1,Grounded,minccino-1,generation5/minccino.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0774,Minior,Rock,Flying,Uncommon,Any,Night,Any,Overworld,,,,,,,,,Gen 7,,Mineral,20.0,Grounded,minior-1,generation7/minior.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0774,Minior Core=Blue,Rock,Flying,Uncommon,Any,Night,Any,"Freshwater, Coast",,,,,,,,,Gen 7,,Mineral,20.0,Grounded,minior-6,generation7/minior.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0774,Minior Core=Green,Rock,Flying,Uncommon,Any,Night,Any,Jungle,,,,,,,,,Gen 7,,Mineral,20.0,Grounded,minior-5,generation7/minior.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0774,Minior Core=Indigo,Rock,Flying,Uncommon,Any,Night,Any,Glacial,,,,,,,,,Gen 7,,Mineral,20.0,Grounded,minior-7,generation7/minior.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0774,Minior Core=Orange,Rock,Flying,Uncommon,Any,Night,Any,Savanna,,,,,,,,,Gen 7,,Mineral,20.0,Grounded,minior-3,generation7/minior.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0774,Minior Core=Red,Rock,Flying,Uncommon,Any,Any,Any,Nether,,,,,,,,,Gen 7,,Mineral,20.0,Grounded,minior-2,generation7/minior.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0774,Minior Core=Violet,Rock,Flying,Uncommon,Any,Any,Any,End,,,,,,,,,Gen 7,,Mineral,20.0,Grounded,minior-8,generation7/minior.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0774,Minior Core=Yellow,Rock,Flying,Uncommon,Any,Night,Any,Sandy,,,,,,,,,Gen 7,,Mineral,20.0,Grounded,minior-4,generation7/minior.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0312,Minun,Electric,-----,Uncommon,8 - 15,Any,Any,Plains,,,,,,,,Natural,Gen 3,,Fairy,1.0,Grounded,minun-1,generation3/minun.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0312,Minun,Electric,-----,Uncommon,8 - 15,Any,Any,Plains,,,,,Lightning Rod,,,,Gen 3,,Fairy,30.0,Grounded,minun-2,generation3/minun.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0200,Misdreavus,Ghost,-----,Common,1 - 7,Any,Any,Spooky,,,,,,,,Natural,Gen 2,,Amorphous,5.4,Grounded,misdreavus-1,generation2/misdreavus.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0200,Misdreavus,Ghost,-----,Common,0 - 7,Any,Any,"Spooky, Swamp",,,,,,,,Natural,Gen 2,,Amorphous,1.8,Grounded,misdreavus-2,generation2/misdreavus.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0200,Misdreavus,Ghost,-----,Common,CANNOT SEE,Any,Any,"Spooky, Swamp",,,,,,,,Derelict,Gen 2,,Amorphous,5.4,Grounded,misdreavus-3,generation2/misdreavus.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0200,Misdreavus,Ghost,-----,Common,8 - 15,Night,Any,Swamp,,,,,,,,Natural,Gen 2,,Amorphous,5.4,Grounded,misdreavus-4,generation2/misdreavus.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0200,Misdreavus,Ghost,-----,Common,Any,Any,Any,Nether: Warped,,,,,,,,Natural,Gen 2,,Amorphous,5.4,Grounded,misdreavus-5,generation2/misdreavus.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0429,Mismagius,Ghost,-----,Common,1 - 7,Any,Any,Spooky,,,,,,,,Natural,Gen 4,,Amorphous,0.6,Grounded,mismagius-1,generation4/mismagius.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0429,Mismagius,Ghost,-----,Common,0 - 7,Any,Any,"Spooky, Swamp",,,,,,,,Natural,Gen 4,,Amorphous,0.2,Grounded,mismagius-2,generation4/mismagius.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0429,Mismagius,Ghost,-----,Common,CANNOT SEE,Any,Any,"Spooky, Swamp",,,,,,,,Derelict,Gen 4,,Amorphous,0.6,Grounded,mismagius-3,generation4/mismagius.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0429,Mismagius,Ghost,-----,Common,8 - 15,Night,Any,Swamp,,,,,,,,Natural,Gen 4,,Amorphous,0.6,Grounded,mismagius-4,generation4/mismagius.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0429,Mismagius,Ghost,-----,Common,Any,Any,Any,Nether: Warped,,,,,,,,Natural,Gen 4,,Amorphous,0.6,Grounded,mismagius-5,generation4/mismagius.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0146,Moltres,Fire,Flying,Ultra-Rare,MUST SEE,Any,Clear,Badlands,,,,,,,,Natural,Gen 1,"Legendary, Kanto Regional",Undiscovered,1.0,Grounded,moltres,generation1/moltres.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0146,Moltres Galarian,Dark,Flying,Ultra-Rare,MUST SEE,Any,Any,Floral,,,,,,,,Natural,Gen 1,"Legendary, Kanto Regional",Undiscovered,1.0,Grounded,moltres-galarian,generation1/moltres.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0391,Monferno,Fire,Fighting,Ultra-Rare,8 - 15,Any,Clear,Mountain,,,,,,,,"Natural, Treetop",Gen 4,,"Field, Human_Like",0.9,Grounded,monferno-1,generation4/monferno.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0391,Monferno,Fire,Fighting,Ultra-Rare,Any,Any,Any,Nether: Forest,,,,,,,,"Natural, Treetop",Gen 4,,"Field, Human_Like",0.9,Grounded,monferno-2,generation4/monferno.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0755,Morelull,Grass,Fairy,Common,Any,Any,Any,"Jungle, Magical, Mushroom",,,,,,,,Natural,Gen 7,,Grass,1.8,Grounded,morelull-1,generation7/morelull.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0755,Morelull,Grass,Fairy,Common,0 - 7,Any,Any,Lush,,,,,,,,Natural,Gen 7,,Grass,1.8,Grounded,morelull-2,generation7/morelull.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0755,Morelull,Grass,Fairy,Common,Any,Any,Any,Nether: Fungus,,,,,,,,Natural,Gen 7,,Grass,9.0,Grounded,morelull-3,generation7/morelull.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0860,Morgrem,Dark,Fairy,Common,8 - 15,Any,Any,Magical,,,,,,,,"Natural, Wild",Gen 8,,"Fairy, Human_Like",0.54,Grounded,morgrem-1,generation8/morgrem.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0860,Morgrem,Dark,Fairy,Common,Any,Any,Any,"Nether: Forest, Nether: Warped",Nether: Desert,,,,,,,"Natural, Wild",Gen 8,,"Fairy, Human_Like",0.54,Grounded,morgrem-2,generation8/morgrem.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0877,Morpeko,Electric,Dark,Uncommon,MUST SEE,Any,Any,Spooky,,,,,,,,,Gen 8,,"Field, Fairy",4.1,Grounded,morpeko-1,generation8/morpeko.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0122,Mrmime,Psychic,Fairy,Uncommon,8 - 15,Any,Any,Overworld,Freezing,,,,,,,"Natural, Urban",Gen 1,Kanto Regional,Human_Like,1.0,Grounded,mrmime-1,generation1/mrmime.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0122,Mrmime,Psychic,Fairy,Uncommon,8 - 15,Any,Any,Overworld,Freezing,,,,,,,"Natural, Village",Gen 1,Kanto Regional,Human_Like,1.0,Grounded,mrmime-2,generation1/mrmime.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0122,Mrmime,Psychic,Fairy,Common,CANNOT SEE,Any,Any,Overworld,,,,,,,,Mansion,Gen 1,Kanto Regional,Human_Like,0.2,Grounded,mrmime-3,generation1/mrmime.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0866,Mrrime,Ice,Psychic,Uncommon,MUST SEE,Any,Any,Freezing,,,,,,,,Village,Gen 8,,Human_Like,0.8,Grounded,mrrime-1,generation8/mrrime.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0866,Mrrime,Ice,Psychic,Rare,MUST SEE,Any,Any,Freezing,,,,,,,,Natural,Gen 8,,Human_Like,0.8,Grounded,mrrime-2,generation8/mrrime.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0749,Mudbray,Ground,-----,Common,8 - 15,Any,Any,"Badlands, Grassland",,,,,,,,Natural,Gen 7,,Field,1.8,Grounded,mudbray-1,generation7/mudbray.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0258,Mudkip,Water,-----,Ultra-Rare,8 - 15,Any,Rain,Swamp,,,,,,,,Natural,Gen 3,,"Monster, Water_1",9.0,Grounded,mudkip-1,generation3/mudkip.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0258,Mudkip,Water,-----,Ultra-Rare,MUST SEE,Any,Any,Swamp,,,,,,,,Underwater,Gen 3,,"Monster, Water_1",9.0,Submerged,mudkip-2,generation3/mudkip.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0750,Mudsdale,Ground,-----,Common,8 - 15,Any,Any,"Badlands, Grassland",,,,,,,,Natural,Gen 7,,Field,0.2,Grounded,mudsdale-1,generation7/mudsdale.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0089,Muk,Poison,-----,Uncommon,8 - 15,Any,Any,Swamp,,,,,,,,Water_Surface,Gen 1,Kanto Regional,Amorphous,0.2,Surface,muk-1,generation1/muk.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0089,Muk,Poison,-----,Uncommon,8 - 15,Any,Any,Overworld,,,,,,,,"Water_Surface, Urban",Gen 1,Kanto Regional,Amorphous,0.6,Surface,muk-2,generation1/muk.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0089,Muk,Poison,-----,Uncommon,8 - 15,Any,Any,Overworld,,,,,,,,"Water_Surface, Village",Gen 1,Kanto Regional,Amorphous,0.6,Surface,muk-3,generation1/muk.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0089,Muk,Poison,-----,Common,Any,Any,Any,Nether: Toxic,,,,,,,,Natural,Gen 1,Kanto Regional,Amorphous,1.0,Grounded,muk-4,generation1/muk.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0446,Munchlax,Normal,-----,Rare,8 - 15,Any,Any,"Forest, Hills",,,,,,,,Natural,Gen 4,Baby,Undiscovered,9.0,Grounded,munchlax-1,generation4/munchlax.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0517,Munna,Psychic,-----,Uncommon,MUST SEE,Any,Any,Overworld,,,,,White Bed,,,,Gen 5,,Field,5.8,Grounded,munna-1,generation5/munna.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0517,Munna,Psychic,-----,Common,Any,Any,Any,End,,,,,,,,,Gen 5,,Field,3.0,Grounded,munna-2,generation5/munna.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0198,Murkrow,Dark,Flying,Common,8 - 15,Any,Any,Spooky,,,,,,,,"Natural, Treetop",Gen 2,,Flying,9.0,Grounded,murkrow-1,generation2/murkrow.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0198,Murkrow,Dark,Flying,Common,8 - 15,Night,Any,Swamp,,,,,,,,"Natural, Treetop",Gen 2,,Flying,5.4,Grounded,murkrow-3,generation2/murkrow.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0198,Murkrow,Dark,Flying,Common,8 - 15,Night,Any,Taiga,,,,,,,,"Natural, Treetop",Gen 2,,Flying,5.4,Grounded,murkrow-4,generation2/murkrow.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0198,Murkrow,Dark,Flying,Common,8 - 15,Night,Any,Sky,,,,,,,,"Natural, Treetop",Gen 2,,Flying,9.0,Grounded,murkrow-7,generation2/murkrow.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0518,Musharna,Psychic,-----,Uncommon,MUST SEE,Any,Any,Overworld,,,,,White Bed,,,,Gen 5,,Field,3.2,Grounded,musharna-1,generation5/musharna.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0518,Musharna,Psychic,-----,Rare,Any,Any,Any,End,,,,,,,,,Gen 5,,Field,3.2,Grounded,musharna-2,generation5/musharna.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0932,Nacli,Rock,-----,Common,8 - 15,Any,Any,Badlands,,,,,,,,"Natural, Wild",Gen 9,,Mineral,5.4,Grounded,nacli-1,generation9/nacli.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0932,Nacli,Rock,-----,Common,Any,Any,Any,,,,,,,,,"Salt, Natural, Wild",Gen 9,,Mineral,9.0,Grounded,nacli-2,generation9/nacli.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0932,Nacli,Rock,-----,Common,Any,Any,Any,Nether: Quartz,,,,,,,,,Gen 9,,Mineral,9.0,Grounded,nacli-3,generation9/nacli.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0933,Naclstack,Rock,-----,Common,8 - 15,Any,Any,Badlands,,,,,,,,"Natural, Wild",Gen 9,,Mineral,0.54,Grounded,naclstack-1,generation9/naclstack.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0933,Naclstack,Rock,-----,Common,Any,Any,Any,,,,,,,,,"Salt, Natural, Wild",Gen 9,,Mineral,0.9,Grounded,naclstack-2,generation9/naclstack.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0933,Naclstack,Rock,-----,Common,Any,Any,Any,Nether: Quartz,,,,,,,,,Gen 9,,Mineral,0.9,Grounded,naclstack-3,generation9/naclstack.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0804,Naganadel,Poison,Dragon,Ultra-Rare,MUST SEE,Any,Any,Swamp,,,,,,,,,Gen 7,Ultra Beast,Undiscovered,3.0,Grounded,naganadel-1,generation7/naganadel.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0177,Natu,Psychic,Flying,Common,8 - 15,Day,Any,"Badlands, Plateau",,,,,,,,"Natural, Treetop",Gen 2,,Flying,5.4,Grounded,natu-1,generation2/natu.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0177,Natu,Psychic,Flying,Common,8 - 15,Day,Any,Overworld,,,,,,,,Trail_Ruins,Gen 2,,Flying,90.0,Grounded,natu-3,generation2/natu.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0800,Necrozma,Psychic,-----,Ultra-Rare,Any,Any,Any,End,,,,End Stone,,,,Natural,Gen 7,Legendary,Undiscovered,1.0,Grounded,necrozma,generation7/necrozma.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0827,Nickit,Dark,-----,Common,8 - 15,Night,Any,"Forest, Taiga",,,,,,,,Natural,Gen 8,,Field,1.8,Grounded,nickit-1,generation8/nickit.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
