Dex Number,Pokemon Name,Primary Type,Secondary Type,Rarity,Sky,Time,Weather,Biomes,Anti-Biomes,Structures,Anti-Structures,Base Blocks,Nearby Blocks,Moon Phase,Anti-Moon Phase,Presets,Generation,Labels,Egg Groups,Weight,Context,Spawn ID,Spawn Archive,Species Archive
942,Maschiff,Dark,-----,Common,8 - 15,Any,Any,Overworld,,,,,,,,"Natural, Pillager_Outpost",Gen 9,,Field,90.0,Grounded,maschiff-3,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation9
942,Maschiff,Dark,-----,Common,8 - 15,Any,Any,Overworld,,,,,,,,"Natural, Mansion",Gen 9,,Field,90.0,Grounded,maschiff-4,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation9
284,Masquerain,Bug,Flying,Uncommon,8 - 15,Any,Clear,Freshwater,,,,,,,,"Water_Surface, Freshwater",Gen 3,,"Water_1, Bug",0.6,Surface,masquerain-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation3
284,Masquerain,Bug,Flying,Uncommon,Any,Any,Any,The Bumblezone,,,Sempiternal Sanctums,,,,,Water_Surface,Gen 3,,"Water_1, Bug",1.0,Surface,masquerain-2,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation3
925,Maushold,Normal,-----,Common,8 - 15,Any,Any,Temperate,,,,,,,,"Natural, Wild",Gen 9,,"Field, Fairy",0.2,Grounded,maushold-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation9
925,Maushold,Normal,-----,Common,8 - 15,Any,Any,Overworld,"Freezing, Sandy",,,,,,,"Natural, Urban",Gen 9,,"Field, Fairy",0.6,Grounded,maushold-2,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation9
925,Maushold,Normal,-----,Common,8 - 15,Any,Any,Overworld,"Freezing, Sandy",,,,,,,"Natural, Village",Gen 9,,"Field, Fairy",0.6,Grounded,maushold-3,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation9
925,Maushold,Normal,-----,Common,CANNOT SEE,Any,Any,Overworld,,,,,,,,Mansion,Gen 9,,"Field, Fairy",1.0,Grounded,maushold-4,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation9
303,Mawile,Steel,Fairy,Uncommon,0 - 7,Any,Any,Deep Dark,,,,,,,,Natural,Gen 3,,"Field, Fairy",6.0,Grounded,mawile-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation3
303,Mawile,Steel,Fairy,Rare,0 - 7,Any,Any,Overworld,Deep Dark,,,,,,,Natural,Gen 3,,"Field, Fairy",6.0,Grounded,mawile-2,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation3
154,Meganium,Grass,-----,Ultra-Rare,8 - 15,Any,Any,Floral,,,,,,,,Natural,Gen 2,,"Monster, Grass",0.1,Grounded,meganium-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation2
154,Meganium,Grass,-----,Ultra-Rare,8 - 15,Any,Any,Floral Meadow,,,Sempiternal Sanctums,,,,,,Gen 2,,"Monster, Grass",0.1,Grounded,meganium-2,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation2
648,Meloetta,Normal,Psychic,Ultra-Rare,Any,Any,Any,"Floral, Plains",,,,,,,,,Gen 5,"Mythical, Legendary",Undiscovered,3.0,Grounded,meloetta-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation5
808,Meltan,Steel,-----,Ultra-Rare,CANNOT SEE,Any,Any,Deep Dark,,,,,,,,,Gen 7,"Mythical, Legendary",Undiscovered,3.0,Grounded,meltan-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation7
908,Meowscarada,Grass,Dark,Ultra-Rare,8 - 15,Any,Any,"Floral, Magical",,,,,,,,Natural,Gen 9,,"Field, Grass",0.1,Grounded,meowscarada-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation9
908,Meowscarada,Grass,Dark,Ultra-Rare,Any,Any,Any,Nether/Is Warped,Nether/Is Desert,,,,,,,Natural,Gen 9,,"Field, Grass",0.1,Grounded,meowscarada-2,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation9
678,Meowstic,Psychic,-----,Rare,Any,Any,Any,End,,,,,,,,Natural,Gen 6,,Field,7.0,Grounded,meowstic-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation6
52,Meowth,Normal,-----,Common,8 - 15,Any,Clear,Overworld,"Arid, Freezing, Taiga",,Village,,,,,"Natural, Urban",Gen 1,"Kanto Regional, Kanto Regional",Field,9.0,Grounded,meowth-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation1
52,Meowth,Normal,-----,Common,8 - 15,Any,Clear,Overworld,"Arid, Freezing, Taiga",,,,,,,"Natural, Village",Gen 1,"Kanto Regional, Kanto Regional",Field,9.0,Grounded,meowth-2,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation1
52,Meowth,Normal,-----,Common,8 - 15,Any,Any,Arid,,,Village,,,,,"Natural, Urban",Gen 1,"Kanto Regional, Kanto Regional",Field,9.0,Grounded,meowth-3,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation1
52,Meowth,Normal,-----,Common,8 - 15,Any,Any,Arid,,,,,,,,"Natural, Village",Gen 1,"Kanto Regional, Kanto Regional",Field,9.0,Grounded,meowth-4,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation1
52,Meowth Alolan,Dark,-----,Common,8 - 15,Any,Clear,Overworld,"Arid, Freezing",,,,,,,"Natural, Illager_Structures",Gen 1,"Kanto Regional, Kanto Regional",Field,54.0,Grounded,meowth-alolan-5,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation1
52,Meowth Alolan,Dark,-----,Common,8 - 15,Any,Any,"Arid, Freezing",,,,,,,,"Natural, Illager_Structures",Gen 1,"Kanto Regional, Kanto Regional",Field,54.0,Grounded,meowth-alolan-6,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation1
52,Meowth Alolan,Dark,-----,Uncommon,CANNOT SEE,Any,Any,Overworld,,,,,,,,Illager_Structures,Gen 1,"Kanto Regional, Kanto Regional",Field,54.0,Grounded,meowth-alolan-7,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation1
52,Meowth Galarian,Steel,-----,Common,8 - 15,Any,Any,"Freezing, Taiga",,,Village,,,,,"Natural, Urban",Gen 1,"Kanto Regional, Kanto Regional",Field,9.0,Grounded,meowth-galarian-8,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation1
52,Meowth Galarian,Steel,-----,Common,8 - 15,Any,Any,"Freezing, Taiga",,,,,,,,"Natural, Village",Gen 1,"Kanto Regional, Kanto Regional",Field,9.0,Grounded,meowth-galarian-9,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation1
481,Mesprit,Psychic,-----,Ultra-Rare,MUST SEE,Any,Any,River,,,,,,,,Natural,Gen 4,Legendary,Undiscovered,1.0,Grounded,mesprit-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation4
376,Metagross,Steel,Psychic,Ultra-Rare,Any,Any,Any,"Dripstone, Peak",,,,,,,,Natural,Gen 3,Pseudo Legendary,Mineral,0.1,Grounded,metagross-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation3
376,Metagross,Steel,Psychic,Rare,Any,Any,Any,End,,,,,,,,Natural,Gen 3,Pseudo Legendary,Mineral,0.1,Grounded,metagross-2,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation3
376,Metagross,Steel,Psychic,Rare,Any,Any,Any,Howling Constructs,,,Sempiternal Sanctums,,,,,,Gen 3,Pseudo Legendary,Mineral,0.1,Grounded,metagross-3,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation3
375,Metang,Steel,Psychic,Ultra-Rare,Any,Any,Any,"Dripstone, Peak",,,,,,,,Natural,Gen 3,,Mineral,0.9,Grounded,metang-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation3
375,Metang,Steel,Psychic,Rare,Any,Any,Any,End,,,,,,,,Natural,Gen 3,,Mineral,0.9,Grounded,metang-2,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation3
375,Metang,Steel,Psychic,Rare,Any,Any,Any,Howling Constructs,,,Sempiternal Sanctums,,,,,,Gen 3,,Mineral,0.9,Grounded,metang-3,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation3
11,Metapod,Bug,-----,Common,8 - 15,Any,Any,Forest,"Freezing, Spooky",,,,,,,"Natural, Treetop",Gen 1,,Bug,2.0,Grounded,metapod-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation1
11,Metapod,Bug,-----,Common,8 - 15,Any,Any,Plains,,,,,,,,"Natural, Foliage, Treetop",Gen 1,,Bug,2.0,Grounded,metapod-2,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation1
11,Metapod Valencian,Bug,-----,Common,8 - 15,Any,Any,"Jungle, Tropical Island",,,,,,,,"Natural, Treetop",Gen 1,,Bug,2.0,Grounded,metapod-valencian-3,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation1
11,Metapod Valencian,Bug,-----,Common,Any,Any,Any,Floral Meadow,,,Sempiternal Sanctums,,,,,,Gen 1,,Bug,2.0,Grounded,metapod-valencian-4,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation1
151,Mew,Psychic,-----,Ultra-Rare,MUST SEE,Noon,Clear,"Floral, Jungle",,,,,,,,,Gen 1,"Mythical, Legendary",Undiscovered,3.0,Grounded,mew-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation1
151,Mew,Psychic,-----,Ultra-Rare,MUST SEE,Any,Any,End,,,,,,,,,Gen 1,"Mythical, Legendary",Undiscovered,3.0,Grounded,mew-2,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation1
150,Mewtwo,Psychic,-----,Ultra-Rare,Any,Afternoon,Any,Overworld,,,,Grass Block,,,,,Gen 1,Legendary,Undiscovered,1.0,Grounded,mewtwo-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation1
262,Mightyena,Dark,-----,Common,8 - 15,Night,Any,"Badlands, Savanna",,,,,,,,Natural,Gen 3,,Field,0.6,Grounded,mightyena-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation3
262,Mightyena,Dark,-----,Common,8 - 15,Any,Any,Overworld,,,,,,,,"Natural, Pillager_Outpost",Gen 3,,Field,10.0,Grounded,mightyena-2,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation3
868,Milcery,Fairy,-----,Common,Any,Any,Any,Overworld,,,,,Cake,,,,Gen 8,,"Fairy, Amorphous",9.0,Grounded,milcery-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation8
868,Milcery,Fairy,-----,Uncommon,Any,Any,Any,Overworld,,,,,Sugar Cane,,,,Gen 8,,"Fairy, Amorphous",1.8,Grounded,milcery-2,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation8
868,Milcery,Fairy,-----,Common,CANNOT SEE,Any,Any,Overworld,,,,,"Light Grey Carpet, Magenta Carpet, White Carpet",,,Mansion,Gen 8,,"Fairy, Amorphous",1.8,Grounded,milcery-3,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation8
350,Milotic,Water,-----,Rare,MUST SEE,Any,Any,,,,,,,,,"Freshwater, Underwater",Gen 3,,"Water_1, Dragon",0.5,Submerged,milotic-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation3
241,Miltank,Normal,-----,Common,8 - 15,Any,Any,Grassland,,,,,,,,Natural,Gen 2,,Field,6.0,Grounded,miltank-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation2
241,Miltank Mooshtank=Brown,Normal,-----,Common,8 - 15,Any,Any,Mushroom Fields,,,,,,,,Natural,Gen 2,,Field,0.1,Grounded,miltank-brown-3,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation2
241,Miltank Mooshtank=Red,Normal,-----,Common,8 - 15,Any,Any,Mushroom Fields,,,,,,,,Natural,Gen 2,,Field,9.9,Grounded,miltank-red-2,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation2
439,Mimejr,Psychic,Fairy,Uncommon,8 - 15,Any,Any,Overworld,Freezing,,,,,,,"Natural, Urban",Gen 4,Baby,Undiscovered,9.0,Grounded,mimejr-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation4
439,Mimejr,Psychic,Fairy,Uncommon,8 - 15,Any,Any,Overworld,Freezing,,,,,,,"Natural, Village",Gen 4,Baby,Undiscovered,9.0,Grounded,mimejr-2,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation4
439,Mimejr,Psychic,Fairy,Common,CANNOT SEE,Any,Any,Overworld,,,,,,,,Mansion,Gen 4,Baby,Undiscovered,1.8,Grounded,mimejr-3,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation4
778,Mimikyu,Ghost,Fairy,Rare,8 - 15,Any,Any,Spooky,,,,,,,,Natural,Gen 7,,Amorphous,10.0,Grounded,mimikyu-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation7
778,Mimikyu,Ghost,Fairy,Uncommon,CANNOT SEE,Any,Any,Overworld,,,,,,,,Mansion,Gen 7,,Amorphous,10.0,Grounded,mimikyu-2,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation7
572,Minccino,Normal,-----,Rare,MUST SEE,Any,Any,Forest,,,,,,,,,Gen 5,,Field,7.1,Grounded,minccino-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation5
774,Minior,Rock,Flying,Uncommon,Any,Night,Any,Overworld,,,,,,,,,Gen 7,,Mineral,20.0,Grounded,minior-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation7
774,Minior Core=Blue,Rock,Flying,Uncommon,Any,Night,Any,"Freshwater, Coast",,,,,,,,,Gen 7,,Mineral,20.0,Grounded,minior-6,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation7
774,Minior Core=Green,Rock,Flying,Uncommon,Any,Night,Any,Jungle,,,,,,,,,Gen 7,,Mineral,20.0,Grounded,minior-5,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation7
774,Minior Core=Indigo,Rock,Flying,Uncommon,Any,Night,Any,Glacial,,,,,,,,,Gen 7,,Mineral,20.0,Grounded,minior-7,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation7
774,Minior Core=Orange,Rock,Flying,Uncommon,Any,Night,Any,Savanna,,,,,,,,,Gen 7,,Mineral,20.0,Grounded,minior-3,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation7
774,Minior Core=Red,Rock,Flying,Uncommon,Any,Any,Any,Nether,,,,,,,,,Gen 7,,Mineral,20.0,Grounded,minior-2,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation7
774,Minior Core=Violet,Rock,Flying,Uncommon,Any,Any,Any,End,,,,,,,,,Gen 7,,Mineral,20.0,Grounded,minior-8,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation7
774,Minior Core=Yellow,Rock,Flying,Uncommon,Any,Night,Any,Sandy,,,,,,,,,Gen 7,,Mineral,20.0,Grounded,minior-4,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation7
312,Minun,Electric,-----,Uncommon,8 - 15,Any,Any,Plains,,,,,,,,Natural,Gen 3,,Fairy,1.0,Grounded,minun-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation3
312,Minun,Electric,-----,Uncommon,8 - 15,Any,Any,Plains,,,,,Lightning Rod,,,,Gen 3,,Fairy,30.0,Grounded,minun-2,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation3
200,Misdreavus,Ghost,-----,Common,1 - 7,Any,Any,Spooky,,,,,,,,Natural,Gen 2,,Amorphous,5.4,Grounded,misdreavus-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation2
200,Misdreavus,Ghost,-----,Common,0 - 7,Any,Any,"Spooky, Swamp",,,,,,,,Natural,Gen 2,,Amorphous,1.8,Grounded,misdreavus-2,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation2
200,Misdreavus,Ghost,-----,Common,CANNOT SEE,Any,Any,"Spooky, Swamp",,,,,,,,Derelict,Gen 2,,Amorphous,5.4,Grounded,misdreavus-3,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation2
200,Misdreavus,Ghost,-----,Common,8 - 15,Night,Any,Swamp,,,,,,,,Natural,Gen 2,,Amorphous,5.4,Grounded,misdreavus-4,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation2
200,Misdreavus,Ghost,-----,Common,Any,Any,Any,Nether/Is Warped,,,,,,,,Natural,Gen 2,,Amorphous,5.4,Grounded,misdreavus-5,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation2
429,Mismagius,Ghost,-----,Common,1 - 7,Any,Any,Spooky,,,,,,,,Natural,Gen 4,,Amorphous,0.6,Grounded,mismagius-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation4
429,Mismagius,Ghost,-----,Common,0 - 7,Any,Any,"Spooky, Swamp",,,,,,,,Natural,Gen 4,,Amorphous,0.2,Grounded,mismagius-2,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation4
429,Mismagius,Ghost,-----,Common,CANNOT SEE,Any,Any,"Spooky, Swamp",,,,,,,,Derelict,Gen 4,,Amorphous,0.6,Grounded,mismagius-3,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation4
429,Mismagius,Ghost,-----,Common,8 - 15,Night,Any,Swamp,,,,,,,,Natural,Gen 4,,Amorphous,0.6,Grounded,mismagius-4,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation4
429,Mismagius,Ghost,-----,Common,Any,Any,Any,Nether/Is Warped,,,,,,,,Natural,Gen 4,,Amorphous,0.6,Grounded,mismagius-5,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation4
146,Moltres,Fire,Flying,Ultra-Rare,MUST SEE,Any,Clear,Badlands,,,,,,,,Natural,Gen 1,"Legendary, Kanto Regional",Undiscovered,1.0,Grounded,moltres,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation1
146,Moltres Galarian,Dark,Flying,Ultra-Rare,MUST SEE,Any,Any,Floral,,,,,,,,Natural,Gen 1,"Legendary, Kanto Regional",Undiscovered,1.0,Grounded,moltres-galarian,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation1
391,Monferno,Fire,Fighting,Ultra-Rare,8 - 15,Any,Clear,Mountain,,,,,,,,"Natural, Treetop",Gen 4,,"Field, Human_Like",0.9,Grounded,monferno-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation4
391,Monferno,Fire,Fighting,Ultra-Rare,Any,Any,Any,Nether/Is Forest,,,,,,,,"Natural, Treetop",Gen 4,,"Field, Human_Like",0.9,Grounded,monferno-2,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation4
755,Morelull,Grass,Fairy,Common,Any,Any,Any,"Jungle, Magical, Mushroom",,,,,,,,Natural,Gen 7,,Grass,1.8,Grounded,morelull-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation7
755,Morelull,Grass,Fairy,Common,0 - 7,Any,Any,Lush,,,,,,,,Natural,Gen 7,,Grass,1.8,Grounded,morelull-2,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation7
755,Morelull,Grass,Fairy,Common,Any,Any,Any,Nether/Is Fungus,,,,,,,,Natural,Gen 7,,Grass,9.0,Grounded,morelull-3,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation7
860,Morgrem,Dark,Fairy,Common,8 - 15,Any,Any,Magical,,,,,,,,"Natural, Wild",Gen 8,,"Fairy, Human_Like",0.54,Grounded,morgrem-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation8
860,Morgrem,Dark,Fairy,Common,Any,Any,Any,"Nether/Is Forest, Nether/Is Warped",Nether/Is Desert,,,,,,,"Natural, Wild",Gen 8,,"Fairy, Human_Like",0.54,Grounded,morgrem-2,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation8
877,Morpeko,Electric,Dark,Uncommon,MUST SEE,Any,Any,Spooky,,,,,,,,,Gen 8,,"Field, Fairy",4.1,Grounded,morpeko-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation8
122,Mrmime,Psychic,Fairy,Uncommon,8 - 15,Any,Any,Overworld,Freezing,,,,,,,"Natural, Urban",Gen 1,Kanto Regional,Human_Like,1.0,Grounded,mrmime-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation1
122,Mrmime,Psychic,Fairy,Uncommon,8 - 15,Any,Any,Overworld,Freezing,,,,,,,"Natural, Village",Gen 1,Kanto Regional,Human_Like,1.0,Grounded,mrmime-2,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation1
122,Mrmime,Psychic,Fairy,Common,CANNOT SEE,Any,Any,Overworld,,,,,,,,Mansion,Gen 1,Kanto Regional,Human_Like,0.2,Grounded,mrmime-3,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation1
866,Mrrime,Ice,Psychic,Uncommon,MUST SEE,Any,Any,Freezing,,,,,,,,Village,Gen 8,,Human_Like,0.8,Grounded,mrrime-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation8
866,Mrrime,Ice,Psychic,Rare,MUST SEE,Any,Any,Freezing,,,,,,,,Natural,Gen 8,,Human_Like,0.8,Grounded,mrrime-2,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation8
749,Mudbray,Ground,-----,Common,8 - 15,Any,Any,"Badlands, Grassland",,,,,,,,Natural,Gen 7,,Field,1.8,Grounded,mudbray-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation7
258,Mudkip,Water,-----,Ultra-Rare,8 - 15,Any,Rain,Swamp,,,,,,,,Natural,Gen 3,,"Monster, Water_1",9.0,Grounded,mudkip-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation3
258,Mudkip,Water,-----,Ultra-Rare,MUST SEE,Any,Any,Swamp,,,,,,,,Underwater,Gen 3,,"Monster, Water_1",9.0,Submerged,mudkip-2,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation3
750,Mudsdale,Ground,-----,Common,8 - 15,Any,Any,"Badlands, Grassland",,,,,,,,Natural,Gen 7,,Field,0.2,Grounded,mudsdale-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation7
89,Muk Alolan,Poison,Dark,Uncommon,MUST SEE,Any,Any,Beach,,,,,,,,Natural,Gen 1,Kanto Regional,Amorphous,9.0,Grounded,muk-2,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation1
446,Munchlax,Normal,-----,Rare,8 - 15,Any,Any,"Forest, Hills",,,,,,,,Natural,Gen 4,Baby,Undiscovered,9.0,Grounded,munchlax-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation4
517,Munna,Psychic,-----,Uncommon,MUST SEE,Any,Any,Overworld,,,,,White Bed,,,,Gen 5,,Field,5.8,Grounded,munna-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation5
517,Munna,Psychic,-----,Common,Any,Any,Any,End,,,,,,,,,Gen 5,,Field,3.0,Grounded,munna-2,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation5
198,Murkrow,Dark,Flying,Common,8 - 15,Any,Any,Spooky,,,,,,,,"Natural, Treetop",Gen 2,,Flying,9.0,Grounded,murkrow-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation2
198,Murkrow,Dark,Flying,Common,8 - 15,Night,Any,Swamp,,,,,,,,"Natural, Treetop",Gen 2,,Flying,5.4,Grounded,murkrow-3,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation2
198,Murkrow,Dark,Flying,Common,8 - 15,Night,Any,Taiga,,,,,,,,"Natural, Treetop",Gen 2,,Flying,5.4,Grounded,murkrow-4,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation2
198,Murkrow,Dark,Flying,Common,8 - 15,Night,Any,Sky,,,,,,,,"Natural, Treetop",Gen 2,,Flying,9.0,Grounded,murkrow-7,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation2
518,Musharna,Psychic,-----,Uncommon,MUST SEE,Any,Any,Overworld,,,,,White Bed,,,,Gen 5,,Field,3.2,Grounded,musharna-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation5
518,Musharna,Psychic,-----,Rare,Any,Any,Any,End,,,,,,,,,Gen 5,,Field,3.2,Grounded,musharna-2,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation5
932,Nacli,Rock,-----,Common,8 - 15,Any,Any,Badlands,,,,,,,,"Natural, Wild",Gen 9,,Mineral,5.4,Grounded,nacli-1,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation9
932,Nacli,Rock,-----,Common,Any,Any,Any,,,,,,,,,"Salt, Natural, Wild",Gen 9,,Mineral,9.0,Grounded,nacli-2,./data/extracted\data/cobblemon/spawn_pool_world,./data/extracted\data/cobblemon/species\generation9
