Dex Number,Pokemon Name,Primary Type,Secondary Type,Rarity,Sky,Time,Weather,Biomes,Anti-Biomes,Structures,Anti-Structures,Base Blocks,Nearby Blocks,Moon Phase,Anti-Moon Phase,Presets,Generation,Labels,Egg Groups,Weight,Context,Spawn ID,Spawn Archive,Species Archive
808,Meltan,steel,,ultra-rare,CANNOT SEE,Any,Any,Deep Dark,,,,,,,,,Gen 7,"Mythical, Legendary",undiscovered,2.0,grounded,meltan-1,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
908,Meowscarada,grass,dark,ultra-rare,Any,Any,Any,"Floral, Magical",,,,,,,,natural,Gen 9,,"field, grass",0.1,grounded,meowscarada-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
908,Meowscarada,grass,dark,ultra-rare,Any,Any,Any,Nether/ Warped,Nether/ Desert,,,,,,,natural,Gen 9,,"field, grass",0.1,grounded,meowscarada-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
678,Meowstic,psychic,,rare,Any,Any,Any,End,,,,,,,,natural,Gen 6,,field,7.0,grounded,meowstic-1,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
52,Meowth,normal,,common,Any,Any,Clear,Overworld,"Arid, Freezing, Taiga",,Village,,,,,"natural, urban",Gen 1,"Kanto Regional, Kanto Regional",field,9.0,grounded,meowth-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
52,Meowth,normal,,common,Any,Any,Clear,Overworld,"Arid, Freezing, Taiga",,,,,,,"natural, village",Gen 1,"Kanto Regional, Kanto Regional",field,9.0,grounded,meowth-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
52,Meowth,normal,,common,Any,Any,Any,Arid,,,Village,,,,,"natural, urban",Gen 1,"Kanto Regional, Kanto Regional",field,9.0,grounded,meowth-3,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
52,Meowth,normal,,common,Any,Any,Any,Arid,,,,,,,,"natural, village",Gen 1,"Kanto Regional, Kanto Regional",field,9.0,grounded,meowth-4,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
52,Meowth Alolan,dark,,common,Any,Any,Clear,Overworld,"Arid, Freezing",,,,,,,"natural, illager_structures",Gen 1,"Kanto Regional, Kanto Regional",field,54.0,grounded,meowth-alolan-5,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
52,Meowth Alolan,dark,,common,Any,Any,Any,"Arid, Freezing",,,,,,,,"natural, illager_structures",Gen 1,"Kanto Regional, Kanto Regional",field,54.0,grounded,meowth-alolan-6,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
52,Meowth Alolan,dark,,uncommon,CANNOT SEE,Any,Any,Overworld,,,,,,,,illager_structures,Gen 1,"Kanto Regional, Kanto Regional",field,54.0,grounded,meowth-alolan-7,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
52,Meowth Galarian,steel,,common,Any,Any,Any,"Freezing, Taiga",,,Village,,,,,"natural, urban",Gen 1,"Kanto Regional, Kanto Regional",field,9.0,grounded,meowth-galarian-8,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
52,Meowth Galarian,steel,,common,Any,Any,Any,"Freezing, Taiga",,,,,,,,"natural, village",Gen 1,"Kanto Regional, Kanto Regional",field,9.0,grounded,meowth-galarian-9,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
481,Mesprit,psychic,,ultra-rare,MUST SEE,Any,Any,River,,,,,,,,natural,Gen 4,Legendary,undiscovered,0.1,grounded,mesprit-1,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
376,Metagross,steel,psychic,ultra-rare,Any,Any,Any,"Dripstone, Peak",,,,,,,,natural,Gen 3,Pseudo Legendary,mineral,0.1,grounded,metagross-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
376,Metagross,steel,psychic,rare,Any,Any,Any,End,,,,,,,,natural,Gen 3,Pseudo Legendary,mineral,0.1,grounded,metagross-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
376,Metagross,steel,psychic,rare,Any,Any,Any,Howling Constructs,,,Sempiternal Sanctums,,,,,,Gen 3,Pseudo Legendary,mineral,0.1,grounded,metagross-3,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
375,Metang,steel,psychic,ultra-rare,Any,Any,Any,"Dripstone, Peak",,,,,,,,natural,Gen 3,,mineral,0.9,grounded,metang-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
375,Metang,steel,psychic,rare,Any,Any,Any,End,,,,,,,,natural,Gen 3,,mineral,0.9,grounded,metang-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
375,Metang,steel,psychic,rare,Any,Any,Any,Howling Constructs,,,Sempiternal Sanctums,,,,,,Gen 3,,mineral,0.9,grounded,metang-3,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
11,Metapod,bug,,common,Any,Any,Any,Forest,"Freezing, Spooky",,,,,,,"natural, treetop",Gen 1,,bug,2.0,grounded,metapod-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
11,Metapod,bug,,common,Any,Any,Any,Plains,,,,,,,,"natural, foliage, treetop",Gen 1,,bug,2.0,grounded,metapod-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
11,Metapod Valencian,bug,,common,Any,Any,Any,"Jungle, Tropical Land",,,,,,,,"natural, treetop",Gen 1,,bug,2.0,grounded,metapod-valencian-3,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
11,Metapod Valencian,bug,,common,Any,Any,Any,Floral Meadow,,,Sempiternal Sanctums,,,,,,Gen 1,,bug,2.0,grounded,metapod-valencian-4,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
151,Mew,psychic,,ultra-rare,MUST SEE,noon,Clear,"Floral, Jungle",,,,,,,,,Gen 1,"Mythical, Legendary",undiscovered,0.5,grounded,mew-1,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
150,Mewtwo,psychic,,ultra-rare,Any,afternoon,Any,Overworld,,,,Grass Block,,,,,Gen 1,Legendary,undiscovered,0.2,grounded,mewtwo-1,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
262,Mightyena,dark,,common,Any,night,Any,"Badlands, Savanna",,,,,,,,natural,Gen 3,,field,0.6,grounded,mightyena-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
262,Mightyena,dark,,common,Any,Any,Any,Overworld,,,,,,,,"natural, pillager_outpost",Gen 3,,field,10.0,grounded,mightyena-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
868,Milcery,fairy,,common,Any,Any,Any,Overworld,,,,,Cake,,,,Gen 8,,"fairy, amorphous",9.0,grounded,milcery-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
868,Milcery,fairy,,uncommon,Any,Any,Any,Overworld,,,,,Sugar Cane,,,,Gen 8,,"fairy, amorphous",1.8,grounded,milcery-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
868,Milcery,fairy,,common,CANNOT SEE,Any,Any,Overworld,,,,,"Light Grey Carpet, Magenta Carpet, White Carpet",,,mansion,Gen 8,,"fairy, amorphous",1.8,grounded,milcery-3,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
350,Milotic,water,,rare,MUST SEE,Any,Any,,,,,,,,,"freshwater, underwater",Gen 3,,"water_1, dragon",0.5,submerged,milotic-1,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
241,Miltank,normal,,common,Any,Any,Any,Grassland,,,,,,,,natural,Gen 2,,field,6.0,grounded,miltank-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
241,Miltank Mooshtank=Brown,normal,,common,Any,Any,Any,Mushroom Fields,,,,,,,,natural,Gen 2,,field,0.1,grounded,miltank-brown-3,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
241,Miltank Mooshtank=Red,normal,,common,Any,Any,Any,Mushroom Fields,,,,,,,,natural,Gen 2,,field,9.9,grounded,miltank-red-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
439,Mimejr,psychic,fairy,uncommon,Any,Any,Any,Overworld,Freezing,,,,,,,"natural, urban",Gen 4,Baby,undiscovered,9.0,grounded,mimejr-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
439,Mimejr,psychic,fairy,uncommon,Any,Any,Any,Overworld,Freezing,,,,,,,"natural, village",Gen 4,Baby,undiscovered,9.0,grounded,mimejr-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
439,Mimejr,psychic,fairy,common,CANNOT SEE,Any,Any,Overworld,,,,,,,,mansion,Gen 4,Baby,undiscovered,1.8,grounded,mimejr-3,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
778,Mimikyu,ghost,fairy,rare,Any,Any,Any,Spooky,,,,,,,,natural,Gen 7,,amorphous,10.0,grounded,mimikyu-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
778,Mimikyu,ghost,fairy,uncommon,CANNOT SEE,Any,Any,Overworld,,,,,,,,mansion,Gen 7,,amorphous,10.0,grounded,mimikyu-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
572,Minccino,normal,,rare,MUST SEE,Any,Any,Forest,,,,,,,,,Gen 5,,field,7.1,grounded,minccino-1,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
774,Minior,rock,flying,uncommon,Any,night,Any,Overworld,,,,,,,,,Gen 7,,mineral,20.0,grounded,minior-1,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
774,Minior Core=Blue,rock,flying,uncommon,Any,night,Any,"Freshwater, Coast",,,,,,,,,Gen 7,,mineral,20.0,grounded,minior-6,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
774,Minior Core=Green,rock,flying,uncommon,Any,night,Any,Jungle,,,,,,,,,Gen 7,,mineral,20.0,grounded,minior-5,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
774,Minior Core=Indigo,rock,flying,uncommon,Any,night,Any,Glacial,,,,,,,,,Gen 7,,mineral,20.0,grounded,minior-7,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
774,Minior Core=Orange,rock,flying,uncommon,Any,night,Any,Savanna,,,,,,,,,Gen 7,,mineral,20.0,grounded,minior-3,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
774,Minior Core=Red,rock,flying,uncommon,Any,Any,Any,Nether,,,,,,,,,Gen 7,,mineral,20.0,grounded,minior-2,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
774,Minior Core=Violet,rock,flying,uncommon,Any,Any,Any,End,,,,,,,,,Gen 7,,mineral,20.0,grounded,minior-8,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
774,Minior Core=Yellow,rock,flying,uncommon,Any,night,Any,Sandy,,,,,,,,,Gen 7,,mineral,20.0,grounded,minior-4,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
312,Minun,electric,,uncommon,Any,Any,Any,Plains,,,,,,,,natural,Gen 3,,fairy,1.0,grounded,minun-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
312,Minun,electric,,uncommon,Any,Any,Any,Plains,,,,,Lightning Rod,,,,Gen 3,,fairy,30.0,grounded,minun-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
200,Misdreavus,ghost,,common,Any,Any,Any,Spooky,,,,,,,,natural,Gen 2,,amorphous,5.4,grounded,misdreavus-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
200,Misdreavus,ghost,,common,Any,Any,Any,"Spooky, Swamp",,,,,,,,natural,Gen 2,,amorphous,1.8,grounded,misdreavus-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
200,Misdreavus,ghost,,common,CANNOT SEE,Any,Any,"Spooky, Swamp",,,,,,,,derelict,Gen 2,,amorphous,5.4,grounded,misdreavus-3,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
200,Misdreavus,ghost,,common,Any,night,Any,Swamp,,,,,,,,natural,Gen 2,,amorphous,5.4,grounded,misdreavus-4,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
200,Misdreavus,ghost,,common,Any,Any,Any,Nether/ Warped,,,,,,,,natural,Gen 2,,amorphous,5.4,grounded,misdreavus-5,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
429,Mismagius,ghost,,common,Any,Any,Any,Spooky,,,,,,,,natural,Gen 4,,amorphous,0.6,grounded,mismagius-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
429,Mismagius,ghost,,common,Any,Any,Any,"Spooky, Swamp",,,,,,,,natural,Gen 4,,amorphous,0.2,grounded,mismagius-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
429,Mismagius,ghost,,common,CANNOT SEE,Any,Any,"Spooky, Swamp",,,,,,,,derelict,Gen 4,,amorphous,0.6,grounded,mismagius-3,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
429,Mismagius,ghost,,common,Any,night,Any,Swamp,,,,,,,,natural,Gen 4,,amorphous,0.6,grounded,mismagius-4,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
429,Mismagius,ghost,,common,Any,Any,Any,Nether/ Warped,,,,,,,,natural,Gen 4,,amorphous,0.6,grounded,mismagius-5,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
146,Moltres,fire,flying,ultra-rare,MUST SEE,Any,Clear,Badlands,,,,,,,,natural,Gen 1,"Legendary, Kanto Regional",undiscovered,0.01,grounded,moltres,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
146,Moltres Galarian,dark,flying,ultra-rare,MUST SEE,Any,Any,Floral,,,,,,,,natural,Gen 1,"Legendary, Kanto Regional",undiscovered,0.01,grounded,moltres-galarian,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
391,Monferno,fire,fighting,ultra-rare,Any,Any,Clear,Mountain,,,,,,,,"natural, treetop",Gen 4,,"field, human_like",0.9,grounded,monferno-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
391,Monferno,fire,fighting,ultra-rare,Any,Any,Any,Nether/ Forest,,,,,,,,"natural, treetop",Gen 4,,"field, human_like",0.9,grounded,monferno-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
755,Morelull,grass,fairy,common,Any,Any,Any,"Jungle, Magical, Mushroom",,,,,,,,natural,Gen 7,,grass,1.8,grounded,morelull-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
755,Morelull,grass,fairy,common,Any,Any,Any,Lush,,,,,,,,natural,Gen 7,,grass,1.8,grounded,morelull-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
755,Morelull,grass,fairy,common,Any,Any,Any,Nether/ Fungus,,,,,,,,natural,Gen 7,,grass,9.0,grounded,morelull-3,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
860,Morgrem,dark,fairy,common,Any,Any,Any,Magical,,,,,,,,"natural, wild",Gen 8,,"fairy, human_like",0.54,grounded,morgrem-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
860,Morgrem,dark,fairy,common,Any,Any,Any,"Nether/ Forest, Nether/ Warped",Nether/ Desert,,,,,,,"natural, wild",Gen 8,,"fairy, human_like",0.54,grounded,morgrem-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
877,Morpeko,electric,dark,uncommon,MUST SEE,Any,Any,Spooky,,,,,,,,,Gen 8,,"field, fairy",4.1,grounded,morpeko-1,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
122,Mrmime,psychic,fairy,uncommon,Any,Any,Any,Overworld,Freezing,,,,,,,"natural, urban",Gen 1,Kanto Regional,human_like,1.0,grounded,mrmime-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
122,Mrmime,psychic,fairy,uncommon,Any,Any,Any,Overworld,Freezing,,,,,,,"natural, village",Gen 1,Kanto Regional,human_like,1.0,grounded,mrmime-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
122,Mrmime,psychic,fairy,common,CANNOT SEE,Any,Any,Overworld,,,,,,,,mansion,Gen 1,Kanto Regional,human_like,0.2,grounded,mrmime-3,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
866,Mrrime,ice,psychic,uncommon,MUST SEE,Any,Any,Freezing,,,,,,,,village,Gen 8,,human_like,0.8,grounded,mrrime-1,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
866,Mrrime,ice,psychic,rare,MUST SEE,Any,Any,Freezing,,,,,,,,natural,Gen 8,,human_like,0.8,grounded,mrrime-2,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
749,Mudbray,ground,,common,Any,Any,Any,"Badlands, Grassland",,,,,,,,natural,Gen 7,,field,1.8,grounded,mudbray-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
258,Mudkip,water,,ultra-rare,Any,Any,Rain,Swamp,,,,,,,,natural,Gen 3,,"monster, water_1",9.0,grounded,mudkip-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
258,Mudkip,water,,ultra-rare,MUST SEE,Any,Any,Swamp,,,,,,,,underwater,Gen 3,,"monster, water_1",9.0,submerged,mudkip-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
750,Mudsdale,ground,,common,Any,Any,Any,"Badlands, Grassland",,,,,,,,natural,Gen 7,,field,0.2,grounded,mudsdale-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
89,Muk,poison,,uncommon,Any,Any,Any,Swamp,,,,,,,,water_surface,Gen 1,Kanto Regional,amorphous,0.2,surface,muk-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
89,Muk,poison,,uncommon,Any,Any,Any,Overworld,,,,,,,,"water_surface, urban",Gen 1,Kanto Regional,amorphous,0.6,surface,muk-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
89,Muk,poison,,uncommon,Any,Any,Any,Overworld,,,,,,,,"water_surface, village",Gen 1,Kanto Regional,amorphous,0.6,surface,muk-3,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
89,Muk,poison,,common,Any,Any,Any,Nether/ Toxic,,,,,,,,natural,Gen 1,Kanto Regional,amorphous,1.0,grounded,muk-4,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
446,Munchlax,normal,,rare,Any,Any,Any,"Forest, Hills",,,,,,,,natural,Gen 4,Baby,undiscovered,9.0,grounded,munchlax-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
517,Munna,psychic,,uncommon,MUST SEE,Any,Any,Overworld,,,,,White Bed,,,,Gen 5,,field,5.8,grounded,munna-1,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
198,Murkrow,dark,flying,common,Any,Any,Any,Spooky,,,,,,,,"natural, treetop",Gen 2,,flying,9.0,grounded,murkrow-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
198,Murkrow,dark,flying,common,Any,night,Any,Swamp,,,,,,,,"natural, treetop",Gen 2,,flying,5.4,grounded,murkrow-3,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
198,Murkrow,dark,flying,common,Any,night,Any,Taiga,,,,,,,,"natural, treetop",Gen 2,,flying,5.4,grounded,murkrow-4,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
198,Murkrow,dark,flying,common,Any,night,Any,Sky,,,,,,,,"natural, treetop",Gen 2,,flying,9.0,grounded,murkrow-7,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
518,Musharna,psychic,,uncommon,MUST SEE,Any,Any,Overworld,,,,,White Bed,,,,Gen 5,,field,3.2,grounded,musharna-1,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
932,Nacli,rock,,common,Any,Any,Any,Badlands,,,,,,,,"natural, wild",Gen 9,,mineral,5.4,grounded,nacli-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
932,Nacli,rock,,common,Any,Any,Any,,,,,,,,,"salt, natural, wild",Gen 9,,mineral,9.0,grounded,nacli-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
932,Nacli,rock,,common,Any,Any,Any,Nether/ Quartz,,,,,,,,,Gen 9,,mineral,9.0,grounded,nacli-3,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
933,Naclstack,rock,,common,Any,Any,Any,Badlands,,,,,,,,"natural, wild",Gen 9,,mineral,0.54,grounded,naclstack-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
933,Naclstack,rock,,common,Any,Any,Any,,,,,,,,,"salt, natural, wild",Gen 9,,mineral,0.9,grounded,naclstack-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
933,Naclstack,rock,,common,Any,Any,Any,Nether/ Quartz,,,,,,,,,Gen 9,,mineral,0.9,grounded,naclstack-3,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
804,Naganadel,poison,dragon,ultra-rare,MUST SEE,Any,Any,Swamp,,,,,,,,,Gen 7,Ultra Beast,undiscovered,0.2,grounded,naganadel-1,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
177,Natu,psychic,flying,common,Any,day,Any,"Badlands, Plateau",,,,,,,,"natural, treetop",Gen 2,,flying,5.4,grounded,natu-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
177,Natu,psychic,flying,common,Any,day,Any,Overworld,,,,,,,,trail_ruins,Gen 2,,flying,90.0,grounded,natu-3,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
800,Necrozma,psychic,,ultra-rare,Any,Any,Any,End,,,,End Stone,,,,natural,Gen 7,Legendary,undiscovered,0.01,grounded,necrozma,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
827,Nickit,dark,,common,Any,night,Any,"Forest, Taiga",,,,,,,,natural,Gen 8,,field,1.8,grounded,nickit-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
827,Nickit,dark,,uncommon,Any,night,Any,Plains,,,,,,,,natural,Gen 8,,field,9.0,grounded,nickit-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
34,Nidoking,poison,ground,uncommon,Any,Any,Any,Savanna,,,,,,,,"natural, wild",Gen 1,,"monster, field",0.1,grounded,nidoking-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
31,Nidoqueen,poison,ground,uncommon,Any,Any,Any,Savanna,,,,,,,,"natural, wild",Gen 1,,undiscovered,0.1,grounded,nidoqueen-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
29,Nidoranf,poison,,uncommon,Any,Any,Any,Savanna,,,,,,,,"natural, wild",Gen 1,,"monster, field",9.0,grounded,nidoranf-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
32,Nidoranm,poison,,uncommon,Any,Any,Any,Savanna,,,,,,,,"natural, wild",Gen 1,,"monster, field",9.0,grounded,nidoranm-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
30,Nidorina,poison,,uncommon,Any,Any,Any,Savanna,,,,,,,,"natural, wild",Gen 1,,undiscovered,0.9,grounded,nidorina-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
33,Nidorino,poison,,uncommon,Any,Any,Any,Savanna,,,,,,,,"natural, wild",Gen 1,,"monster, field",0.9,grounded,nidorino-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
793,Nihilego,rock,poison,ultra-rare,Any,Any,Any,Swamp,,,,,,,,,Gen 7,Ultra Beast,undiscovered,5,grounded,nihilego-1,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
