Dex Number,Pokemon Name,Primary Type,Secondary Type,Rarity,Sky,Time,Weather,Spawn ID,Biomes,Anti-Biomes,Structures,Anti-Structures,Base Blocks,Nearby Blocks,Moon Phase,Anti-Moon Phase,Presets,Egg Groups,Weight,Context,Spawn Archive,Species Archive
272,Ludicolo,water,grass,common,Any,Any,Rain,ludicolo-1,Swamp,,,,,,,,natural,"water_1, grass",0.02,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
272,Ludicolo,water,grass,uncommon,Any,Any,Any,ludicolo-2,Swamp,,,,,,,,water_surface,"water_1, grass",0.06,surface,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
792,Lunala,psychic,ghost,ultra-rare,MUST SEE,Any,Any,lunala-1,Spooky,,,,,,,,,undiscovered,0.2,grounded,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
792,Lunala,psychic,ghost,ultra-rare,Any,Any,Any,lunala-2,End,,,,,,,,,undiscovered,0.4,grounded,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
337,Lunatone,rock,psychic,uncommon,Any,Any,Any,lunatone-1,Dripstone,,,,,,,,natural,mineral,10.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
337,Lunatone,rock,psychic,common,Any,Any,Any,lunatone-2,Dripstone,,,,,,,,natural,mineral,10.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
337,Lunatone,rock,psychic,uncommon,Any,Any,Any,lunatone-3,Mountain,,,,,,,,natural,mineral,2.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
754,Lurantis,grass,,common,Any,Any,Any,lurantis-1,Floral,,,,,,,,"natural, wild",grass,1.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
754,Lurantis,grass,,common,Any,Any,Any,lurantis-2,"Jungle, Tropical Land",,,,,,,,"natural, wild",grass,0.6,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
754,Lurantis,grass,,common,Any,Any,Any,lurantis-3,Floral Meadow,,,Sempiternal Sanctums,,,,,,grass,1.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
370,Luvdisc,water,,common,MUST SEE,Any,Any,luvdisc-1,Warm Ocean,,,,,,,,underwater,water_2,10.0,submerged,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
404,Luxio,electric,,uncommon,Any,Any,Any,luxio-1,"Desert, Savanna",,,,,,,,"natural, wild",field,0.9,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
405,Luxray,electric,,uncommon,Any,Any,Any,luxray-1,"Desert, Savanna",,,,,,,,"natural, wild",field,0.1,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
745,Lycanroc,rock,,uncommon,MUST SEE,Any,Any,lycanroc-1,Hills,,,,,,,,,field,1.5,grounded,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
943,Mabosstiff,dark,,common,Any,Any,Any,mabosstiff-1,Overworld,,,,,,,,"natural, urban",field,0.6,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
943,Mabosstiff,dark,,common,Any,Any,Any,mabosstiff-2,Overworld,,,,,,,,"natural, village",field,0.6,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
943,Mabosstiff,dark,,common,Any,Any,Any,mabosstiff-3,Overworld,,,,,,,,"natural, pillager_outpost",field,10.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
943,Mabosstiff,dark,,common,Any,Any,Any,mabosstiff-4,Overworld,,,,,,,,"natural, mansion",field,10.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
68,Machamp,fighting,,common,Any,Any,Any,machamp-1,Hills,,,,,,,,natural,human_like,0.06,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
67,Machoke,fighting,,common,Any,Any,Any,machoke-1,Hills,,,,,,,,natural,human_like,0.54,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
66,Machop,fighting,,common,Any,Any,Any,machop-1,Hills,,,,,,,,natural,human_like,5.4,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
240,Magby,fire,,common,Any,Any,Clear,magby-1,Hills,Volcanic,,,,"Lava, Magma Block",,,natural,undiscovered,9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
240,Magby,fire,,common,Any,Any,Clear,magby-2,Volcanic,,,,,,,,natural,undiscovered,9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
240,Magby,fire,,common,Any,Any,Any,magby-3,"Nether/ Basalt, Nether/ Wasteland",,,,,,,,natural,undiscovered,9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
219,Magcargo,fire,rock,common,Any,Any,Any,magcargo-1,Nether/ Basalt,,,,,,,,natural,amorphous,0.6,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
219,Magcargo,fire,rock,common,Any,Any,Any,magcargo-2,Nether,,,,,,,,lava_surface,amorphous,1.0,surface,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
219,Magcargo,fire,rock,common,Any,Any,Any,magcargo-3,Overworld,Volcanic,,,,,,,lava_surface,amorphous,0.2,surface,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
219,Magcargo,fire,rock,common,Any,Any,Any,magcargo-4,Volcanic,,,,,Lava,,,natural,amorphous,1.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
219,Magcargo,fire,rock,common,Any,Any,Any,magcargo-5,Volcanic,,,,,,,,lava_surface,amorphous,1.0,surface,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
801,Magearna,steel,fairy,ultra-rare,Any,Any,Any,magearna-1,Forest,,,,Grass Block,,,,,undiscovered,0.7,grounded,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
129,Magikarp,water,,common,MUST SEE,Any,Any,magikarp-1,Freshwater,,,,,,,,"freshwater, underwater","water_2, dragon",9.9,submerged,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
129,Magikarp,water,,uncommon,Any,Any,Any,magikarp-2,Freshwater,,,,,,,,"freshwater, water_surface","water_2, dragon",1.8,surface,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
129,Magikarp,water,,common,MUST SEE,Any,Any,magikarp-3,Ocean,,,,,,,,underwater,"water_2, dragon",9.9,submerged,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
129,Magikarp,water,,uncommon,Any,Any,Any,magikarp-4,Ocean,,,,,,,,water_surface,"water_2, dragon",1.8,surface,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
126,Magmar,fire,,common,Any,Any,Clear,magmar-1,Hills,Volcanic,,,,"Lava, Magma Block",,,natural,human_like,0.9,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
126,Magmar,fire,,common,Any,Any,Clear,magmar-2,Volcanic,,,,,,,,natural,human_like,0.9,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
126,Magmar,fire,,common,Any,Any,Any,magmar-3,"Nether/ Basalt, Nether/ Wasteland",,,,,,,,natural,human_like,0.9,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
467,Magmortar,fire,,common,Any,Any,Clear,magmortar-1,Hills,,,,,"Lava, Magma Block",,,natural,human_like,0.1,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
467,Magmortar,fire,,common,Any,Any,Clear,magmortar-2,Volcanic,,,,,,,,natural,human_like,0.1,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
467,Magmortar,fire,,common,Any,Any,Any,magmortar-3,"Nether/ Basalt, Nether/ Wasteland",,,,,,,,natural,human_like,0.1,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
81,Magnemite,electric,steel,uncommon,Any,Any,Any,magnemite-1,Overworld,Deep Dark,,,,,,,redstone,mineral,9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
81,Magnemite,electric,steel,uncommon,Any,Any,Any,magnemite-2,Overworld,,,,,Lightning Rod,,,,mineral,90.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
82,Magneton,electric,steel,uncommon,Any,Any,Any,magneton-1,Overworld,Deep Dark,,,,,,,redstone,mineral,0.9,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
82,Magneton,electric,steel,uncommon,Any,Any,Any,magneton-2,Overworld,,,,,Lightning Rod,,,,mineral,9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
462,Magnezone,electric,steel,uncommon,Any,Any,Any,magnezone-1,Overworld,Deep Dark,,,,,,,redstone,mineral,0.1,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
462,Magnezone,electric,steel,uncommon,Any,Any,Any,magnezone-2,Overworld,,,,,Lightning Rod,,,,mineral,1.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
296,Makuhita,fighting,,common,Any,Any,Any,makuhita-1,Mountain,,,,,,,,natural,human_like,1.8,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
473,Mamoswine,ice,ground,common,Any,Any,Any,mamoswine-1,Tundra,,,,,,,,"natural, wild",field,0.1,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
490,Manaphy,water,,ultra-rare,Any,Any,Any,manaphy-1,Ocean,,,,,,,,,"water_1, fairy",2,submerged,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
630,Mandibuzz,dark,flying,uncommon,MUST SEE,Any,Any,mandibuzz-1,Badlands,,,,,,,,natural,flying,0.5,grounded,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
56,Mankey,fighting,,common,Any,Any,Any,mankey-1,"Hills, Jungle",,,,,,,,"natural, treetop",field,5.4,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
556,Maractus,grass,,common,Any,Any,Any,maractus-1,Sandy,,,,,,,,natural,grass,10.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
747,Mareanie,poison,water,rare,MUST SEE,Any,Any,mareanie-1,Beach,,,,,,,,natural,water_1,10,grounded,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
747,Mareanie,poison,water,uncommon,MUST SEE,Any,Any,mareanie-2,Warm Ocean,,,,,,,,underwater,water_1,10,submerged,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
179,Mareep,electric,,common,Any,Any,Any,mareep-1,"Highlands, Plains",,,,,,,,natural,"monster, field",9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
183,Marill,water,fairy,uncommon,MUST SEE,Any,Any,marill-1,River,,,,,,,,,"water_1, fairy",6.8,grounded,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
105,Marowak,ground,,common,Any,Any,Any,marowak-1,Sandy,,,,,,,,"natural, wild",monster,0.2,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
105,Marowak,ground,,common,Any,Any,Any,marowak-2,Volcanic,,,,,,,,"natural, wild",monster,0.2,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
105,Marowak,ground,,common,Any,Any,Any,marowak-3,"Nether/ Desert, Nether/ Soul Fire",,,,,,,,"natural, wild",monster,0.6,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
802,Marshadow,fighting,ghost,ultra-rare,CANNOT SEE,Any,Any,marshadow-1,Deep Dark,,,,,,,,,undiscovered,0.05,grounded,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
259,Marshtomp,water,ground,ultra-rare,Any,Any,Rain,marshtomp-1,Swamp,,,,,,,,natural,"monster, water_1",0.9,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
259,Marshtomp,water,ground,ultra-rare,MUST SEE,Any,Any,marshtomp-2,Swamp,,,,,,,,underwater,"monster, water_1",0.9,submerged,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
942,Maschiff,dark,,common,Any,Any,Any,maschiff-1,Overworld,,,,,,,,"natural, urban",field,5.4,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
942,Maschiff,dark,,common,Any,Any,Any,maschiff-2,Overworld,,,,,,,,"natural, village",field,5.4,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
942,Maschiff,dark,,common,Any,Any,Any,maschiff-3,Overworld,,,,,,,,"natural, pillager_outpost",field,90.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
942,Maschiff,dark,,common,Any,Any,Any,maschiff-4,Overworld,,,,,,,,"natural, mansion",field,90.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
284,Masquerain,bug,flying,uncommon,Any,Any,Clear,masquerain-1,Freshwater,,,,,,,,"water_surface, freshwater","water_1, bug",0.6,surface,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
284,Masquerain,bug,flying,uncommon,Any,Any,Any,masquerain-2,The Bumblezone,,,Sempiternal Sanctums,,,,,water_surface,"water_1, bug",1.0,surface,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
925,Maushold,normal,,common,Any,Any,Any,maushold-1,Temperate,,,,,,,,"natural, wild","field, fairy",0.2,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
925,Maushold,normal,,common,Any,Any,Any,maushold-2,Overworld,"Freezing, Sandy",,,,,,,"natural, urban","field, fairy",0.6,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
925,Maushold,normal,,common,Any,Any,Any,maushold-3,Overworld,"Freezing, Sandy",,,,,,,"natural, village","field, fairy",0.6,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
925,Maushold,normal,,common,CANNOT SEE,Any,Any,maushold-4,Overworld,,,,,,,,mansion,"field, fairy",1.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
303,Mawile,steel,fairy,uncommon,Any,Any,Any,mawile-1,Deep Dark,,,,,,,,natural,"field, fairy",6.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
303,Mawile,steel,fairy,rare,Any,Any,Any,mawile-2,Overworld,Deep Dark,,,,,,,natural,"field, fairy",6.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
154,Meganium,grass,,ultra-rare,Any,Any,Any,meganium-1,Floral,,,,,,,,natural,"monster, grass",0.1,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
154,Meganium,grass,,ultra-rare,Any,Any,Any,meganium-2,Floral Meadow,,,Sempiternal Sanctums,,,,,,"monster, grass",0.1,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
648,Meloetta,normal,psychic,rare,Any,Any,Any,meloetta-1,"Floral, Plains",,,,,,,,,undiscovered,1.0,grounded,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
808,Meltan,steel,,ultra-rare,CANNOT SEE,Any,Any,meltan-1,Deep Dark,,,,,,,,,undiscovered,2.0,grounded,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
908,Meowscarada,grass,dark,ultra-rare,Any,Any,Any,meowscarada-1,"Floral, Magical",,,,,,,,natural,"field, grass",0.1,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
908,Meowscarada,grass,dark,ultra-rare,Any,Any,Any,meowscarada-2,Nether/ Warped,Nether/ Desert,,,,,,,natural,"field, grass",0.1,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
678,Meowstic,psychic,,rare,Any,Any,Any,meowstic-1,End,,,,,,,,natural,field,7.0,grounded,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
52,Meowth,normal,,common,Any,Any,Clear,meowth-1,Overworld,"Arid, Freezing, Taiga",,Village,,,,,"natural, urban",field,9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
52,Meowth,normal,,common,Any,Any,Clear,meowth-2,Overworld,"Arid, Freezing, Taiga",,,,,,,"natural, village",field,9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
52,Meowth,normal,,common,Any,Any,Any,meowth-3,Arid,,,Village,,,,,"natural, urban",field,9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
52,Meowth,normal,,common,Any,Any,Any,meowth-4,Arid,,,,,,,,"natural, village",field,9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
52,Meowth Alolan,dark,,common,Any,Any,Clear,meowth-alolan-5,Overworld,"Arid, Freezing",,,,,,,"natural, illager_structures",field,54.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
52,Meowth Alolan,dark,,common,Any,Any,Any,meowth-alolan-6,"Arid, Freezing",,,,,,,,"natural, illager_structures",field,54.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
52,Meowth Alolan,dark,,uncommon,CANNOT SEE,Any,Any,meowth-alolan-7,Overworld,,,,,,,,illager_structures,field,54.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
52,Meowth Galarian,steel,,common,Any,Any,Any,meowth-galarian-8,"Freezing, Taiga",,,Village,,,,,"natural, urban",field,9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
52,Meowth Galarian,steel,,common,Any,Any,Any,meowth-galarian-9,"Freezing, Taiga",,,,,,,,"natural, village",field,9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
481,Mesprit,psychic,,ultra-rare,MUST SEE,Any,Any,mesprit-1,River,,,,,,,,natural,undiscovered,0.1,grounded,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
376,Metagross,steel,psychic,ultra-rare,Any,Any,Any,metagross-1,"Dripstone, Peak",,,,,,,,natural,mineral,0.1,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
376,Metagross,steel,psychic,rare,Any,Any,Any,metagross-2,End,,,,,,,,natural,mineral,0.1,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
376,Metagross,steel,psychic,rare,Any,Any,Any,metagross-3,Howling Constructs,,,Sempiternal Sanctums,,,,,,mineral,0.1,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
375,Metang,steel,psychic,ultra-rare,Any,Any,Any,metang-1,"Dripstone, Peak",,,,,,,,natural,mineral,0.9,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
375,Metang,steel,psychic,rare,Any,Any,Any,metang-2,End,,,,,,,,natural,mineral,0.9,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
375,Metang,steel,psychic,rare,Any,Any,Any,metang-3,Howling Constructs,,,Sempiternal Sanctums,,,,,,mineral,0.9,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
11,Metapod,bug,,common,Any,Any,Any,metapod-1,Forest,"Freezing, Spooky",,,,,,,"natural, treetop",bug,2.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
11,Metapod,bug,,common,Any,Any,Any,metapod-2,Plains,,,,,,,,"natural, foliage, treetop",bug,2.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
11,Metapod Valencian,bug,,common,Any,Any,Any,metapod-valencian-3,"Jungle, Tropical Land",,,,,,,,"natural, treetop",bug,2.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
11,Metapod Valencian,bug,,common,Any,Any,Any,metapod-valencian-4,Floral Meadow,,,Sempiternal Sanctums,,,,,,bug,2.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
151,Mew,psychic,,ultra-rare,MUST SEE,Any,Clear,mew-1,"Floral, Jungle",,,,,,,,,undiscovered,0.5,grounded,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
150,Mewtwo,psychic,,ultra-rare,Any,Any,Any,mewtwo-1,Overworld,,,,Grass Block,,,,,undiscovered,0.2,grounded,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
262,Mightyena,dark,,common,Any,Any,Any,mightyena-1,"Badlands, Savanna",,,,,,,,natural,field,0.6,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
262,Mightyena,dark,,common,Any,Any,Any,mightyena-2,Overworld,,,,,,,,"natural, pillager_outpost",field,10.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
868,Milcery,fairy,,common,Any,Any,Any,milcery-1,Overworld,,,,,Cake,,,,"fairy, amorphous",9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
868,Milcery,fairy,,uncommon,Any,Any,Any,milcery-2,Overworld,,,,,Sugar Cane,,,,"fairy, amorphous",1.8,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
868,Milcery,fairy,,common,CANNOT SEE,Any,Any,milcery-3,Overworld,,,,,"Light Grey Carpet, Magenta Carpet, White Carpet",,,mansion,"fairy, amorphous",1.8,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
350,Milotic,water,,rare,MUST SEE,Any,Any,milotic-1,,,,,,,,,"freshwater, underwater","water_1, dragon",0.5,submerged,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
241,Miltank,normal,,common,Any,Any,Any,miltank-1,Grassland,,,,,,,,natural,field,6.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
241,Miltank Mooshtank=Brown,normal,,common,Any,Any,Any,miltank-brown-3,Mushroom Fields,,,,,,,,natural,field,0.1,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
241,Miltank Mooshtank=Red,normal,,common,Any,Any,Any,miltank-red-2,Mushroom Fields,,,,,,,,natural,field,9.9,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
439,Mimejr,psychic,fairy,uncommon,Any,Any,Any,mimejr-1,Overworld,Freezing,,,,,,,"natural, urban",undiscovered,9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
439,Mimejr,psychic,fairy,uncommon,Any,Any,Any,mimejr-2,Overworld,Freezing,,,,,,,"natural, village",undiscovered,9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
439,Mimejr,psychic,fairy,common,CANNOT SEE,Any,Any,mimejr-3,Overworld,,,,,,,,mansion,undiscovered,1.8,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
778,Mimikyu,ghost,fairy,rare,Any,Any,Any,mimikyu-1,Spooky,,,,,,,,natural,amorphous,10.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
778,Mimikyu,ghost,fairy,uncommon,CANNOT SEE,Any,Any,mimikyu-2,Overworld,,,,,,,,mansion,amorphous,10.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
572,Minccino,normal,,rare,MUST SEE,Any,Any,minccino-1,Forest,,,,,,,,,field,7.1,grounded,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
