Dex Number,Pokemon Name,Primary Type,Secondary Type,Egg Groups,Spawn ID,Biomes,Anti-Biomes,Structures,Anti-Structures,Time,Weather,Moon Phase,Anti-Moon Phase,Presets,Weight,Bucket,Sky,Context,Source File
543,Venipede,bug,poison,bug,venipede-2,Jungle,,,,Any,Any,,,"natural, wild",5.4,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
543,Venipede,bug,poison,bug,venipede-3,Lush,,,,Any,Any,,,natural,1.8,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
543,Venipede,bug,poison,bug,venipede-4,"Nether/ Forest, Nether/ Fungus",,,,Any,Any,,,"natural, wild",5.4,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
121,Starmie,water,psychic,water_3,starmie-1,Coast,,,,Any,Any,,,natural,1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
121,Starmie,water,psychic,water_3,starmie-2,Ocean,,,,Any,Any,,,underwater,0.6,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
598,Ferrothorn,grass,steel,"grass, mineral",ferrothorn-1,Lush,,,,Any,Any,,,natural,1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
946,Bramblin,grass,ghost,grass,Not Available,,,,,,,,,,,,,,Cobblemon-fabric-1.5.2+1.20.1.jar
554,Darumaka,fire,,field,darumaka-1,"Desert, Jungle",,,,Any,Any,,,"natural, ruins",54.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
554,Darumaka,fire,,field,darumaka-2,Desert,,,,Any,Any,,,"natural, desert_pyramid",54.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
554,Darumaka,fire,,field,darumaka-3,Jungle,,,,Any,Any,,,"natural, jungle_pyramid",54.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
554,Darumaka,fire,,field,darumaka-4,Nether,"Nether/ Frozen, Nether/ Quartz, Nether/ Toxic",,,Any,Any,,,natural,5.4,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
3,Venusaur,grass,poison,"monster, grass",venusaur-1,"Jungle, Tropical Land",,,,Any,Any,,,natural,0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
662,Fletchinder,fire,flying,flying,fletchinder-1,"Forest, Sky, Taiga",,,,Any,Any,,,"natural, treetop",0.54,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
662,Fletchinder,fire,flying,flying,fletchinder-3,"Nether/ Forest, Nether/ Fungus",Nether/ Warped,,,Any,Any,,,"natural, treetop",0.54,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
873,Frosmoth,ice,bug,bug,frosmoth-1,Freezing,,,,Any,Any,,,natural,1.0,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
120,Staryu,water,,water_3,staryu-1,Coast,,,,Any,Any,,,natural,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
120,Staryu,water,,water_3,staryu-2,Ocean,,,,Any,Any,,,underwater,5.4,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
136,Flareon,fire,,field,flareon-1,Sandy,,,,Any,Any,,,natural,1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
136,Flareon,fire,,field,flareon-2,Overworld,,,,Any,Any,,,"natural, urban",0.025,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
136,Flareon,fire,,field,flareon-3,Overworld,,,,Any,Any,,,"natural, village",0.025,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
136,Flareon,fire,,field,flareon-4,Overworld,,,,Any,Any,,,mansion,0.125,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
246,Larvitar,rock,ground,monster,larvitar-1,Mountain,Freezing,,,Any,Any,,,"natural, wild",9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
246,Larvitar,rock,ground,monster,larvitar-2,Mountain,,,,Any,Any,,,natural,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
140,Kabuto,rock,water,"water_1, water_3",kabuto-1,Lush,,,,Any,Any,,,natural,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
140,Kabuto,rock,water,"water_1, water_3",kabuto-2,Lush,,,,Any,Any,,,underwater,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
686,Inkay,dark,psychic,"water_1, water_2",Not Available,,,,,,,,,,,,,,Cobblemon-fabric-1.5.2+1.20.1.jar
299,Nosepass,rock,,mineral,nosepass-1,Overworld,Deep Dark,,,Any,Any,,,natural,5.4,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
103,Exeggutor,grass,psychic,grass,exeggutor-1,Jungle,,,,Any,Any,,,natural,0.2,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
103,Exeggutor Alolan,grass,psychic,grass,exeggutor-alolan-2,"Beach, Tropical Land",Freezing,,,Any,Any,,,natural,1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
156,Quilava,fire,,field,quilava-1,Temperate,Spooky,,,Any,Any,,,natural,0.9,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
156,Quilava Region_Bias=Hisui,fire,,field,quilava-hisui-2,Taiga,,,,Any,Clear,,,natural,0.9,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
156,Quilava Region_Bias=Hisui,fire,,field,quilava-hisui-3,"Nether/ Crimson, Nether/ Forest, Nether/ Overgrowth",,,,Any,Any,,,natural,0.9,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
870,Falinks,fighting,,"fairy, mineral",falinks-1,Badlands,,,,Any,Any,,,natural,2.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
870,Falinks,fighting,,"fairy, mineral",falinks-2,Nether,,,,Any,Any,,,"natural, nether_structures",100.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
135,Jolteon,electric,,field,jolteon-1,Grassland,,,,Any,Any,,,natural,1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
135,Jolteon,electric,,field,jolteon-2,Overworld,,,,Any,Any,,,"natural, urban",0.025,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
135,Jolteon,electric,,field,jolteon-3,Overworld,,,,Any,Any,,,"natural, village",0.025,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
135,Jolteon,electric,,field,jolteon-4,Overworld,,,,Any,Any,,,mansion,0.125,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
63,Abra,psychic,,human_like,abra-1,"Hills, Temperate",Magical,,,Any,Any,,,natural,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
63,Abra,psychic,,human_like,abra-2,Magical,,,,Any,Any,,,natural,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
63,Abra,psychic,,human_like,abra-3,Overworld,,,,Any,Any,,,mansion,1.8,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
158,Totodile,water,,"monster, water_1",totodile-1,Swamp,,,,Any,Any,,,natural,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
158,Totodile,water,,"monster, water_1",totodile-2,Swamp,,,,Any,Any,,,underwater,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
466,Electivire,electric,,human_like,electivire-1,"Hills, Plains",,,,Any,Any,,,natural,0.02,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
564,Tirtouga,water,rock,"water_1, water_3",tirtouga-1,Lush,,,,Any,Any,,,natural,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
564,Tirtouga,water,rock,"water_1, water_3",tirtouga-2,Lush,,,,Any,Any,,,underwater,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
92,Gastly,ghost,poison,amorphous,gastly-1,Overworld,Deep Dark,,,Any,Any,,,natural,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
92,Gastly,ghost,poison,amorphous,gastly-2,Overworld,Deep Dark,,,Any,Any,,,derelict,5.4,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
92,Gastly,ghost,poison,amorphous,gastly-3,Spooky,,,,Any,Any,,,natural,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
92,Gastly,ghost,poison,amorphous,gastly-4,Nether,,,,Any,Any,,,natural,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
546,Cottonee,grass,fairy,"fairy, grass",cottonee-1,Plains,,,,Any,Clear,,,natural,5.4,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
712,Bergmite,ice,,"monster, mineral",bergmite-1,Frozen Ocean,,,,Any,Any,,,natural,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
712,Bergmite,ice,,"monster, mineral",bergmite-2,Frozen Ocean,,,,Any,Any,,,water_surface,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
712,Bergmite,ice,,"monster, mineral",bergmite-3,Nether/ Frozen,,,,Any,Any,,,natural,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
490,Manaphy,water,,"water_1, fairy",manaphy-1,Ocean,,,,Any,Any,,,,2,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
679,Honedge,steel,ghost,mineral,honedge-1,Nether,,,,Any,Any,,,"natural, nether_structures",90.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
679,Honedge,steel,ghost,mineral,honedge-2,Overworld,,,,Any,Any,,,ruins,18.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
679,Honedge,steel,ghost,mineral,honedge-3,Overworld,,,,Any,Any,,,stronghold,90.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
585,Deerling,normal,grass,field,deerling-1,"Floral, Forest, Hills, Plains, Snowy Forest, Taiga",Savanna,,,Any,Any,,,"natural, wild",1.8,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
585,Deerling,normal,grass,field,deerling-2,Floral Meadow,,,Sempiternal Sanctums,Any,Any,,,,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
879,Copperajah,steel,,"field, mineral",copperajah-1,"Badlands, Hills, Savanna",,,,Any,Any,,,"natural, wild",0.6,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
719,Diancie,rock,fairy,undiscovered,diancie-1,Overworld,,,,Any,Any,,,gemstones,15,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
719,Diancie,rock,fairy,undiscovered,diancie-2,Cave,,,,Any,Any,,,natural,3,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
719,Diancie,rock,fairy,undiscovered,diancie-3,Mountain,"Deep Dark, Lush",,,Any,Any,,,"natural, wild",1.5,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
719,Diancie,rock,fairy,undiscovered,diancie-4,,,,,Any,Any,,,deepslate,4.5,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
298,Azurill,normal,fairy,undiscovered,azurill-1,River,,,,Any,Any,,,,3.8,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
43,Oddish,grass,poison,grass,oddish-1,Jungle,,,,Any,Any,,,natural,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
43,Oddish,grass,poison,grass,oddish-2,Temperate,,,,Any,Any,,,natural,1.8,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
43,Oddish Valencian,grass,poison,grass,oddish-valencian-3,"Savanna, Tropical Land",,,,Any,Any,,,natural,1.8,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
738,Charjabug,bug,electric,bug,charjabug-1,"Badlands, Jungle, Taiga",,,,Any,Any,,,,4,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
1,Bulbasaur,grass,poison,"monster, grass",bulbasaur-1,"Jungle, Tropical Land",,,,Any,Any,,,natural,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
60,Poliwag,water,,water_1,poliwag-1,,,,,Any,Rain,,,"natural, freshwater",9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
60,Poliwag,water,,water_1,poliwag-2,,,,,Any,Any,,,"freshwater, underwater",9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
60,Poliwag,water,,water_1,poliwag-3,Lush,,,,Any,Any,,,natural,1.8,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
60,Poliwag,water,,water_1,poliwag-4,Lush,,,,Any,Any,,,underwater,5.4,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
836,Boltund,electric,,field,boltund-1,Overworld,Freezing,,,Any,Any,,,"natural, urban",0.6,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
836,Boltund,electric,,field,boltund-2,Overworld,Freezing,,,Any,Any,,,"natural, village",0.6,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
828,Thievul,dark,,field,thievul-1,"Forest, Taiga",,,,Any,Any,,,natural,0.2,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
828,Thievul,dark,,field,thievul-2,Plains,,,,Any,Any,,,natural,1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
884,Duraludon,steel,dragon,"mineral, dragon",duraludon-1,Overworld,,,,Any,Any,,,,8.06,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
884,Duraludon,steel,dragon,"mineral, dragon",duraludon-2,Snowy Forest,,,,Any,Any,,,,7.5,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
588,Karrablast,bug,,bug,Not Available,,,,,,,,,,,,,,Cobblemon-fabric-1.5.2+1.20.1.jar
839,Coalossal,rock,fire,mineral,Not Available,,,,,,,,,,,,,,Cobblemon-fabric-1.5.2+1.20.1.jar
39,Jigglypuff,normal,fairy,fairy,jigglypuff-1,Floral,,,,Any,Any,,,natural,0.9,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
39,Jigglypuff,normal,fairy,fairy,jigglypuff-2,Plains,Floral,,,Any,Any,,,natural,0.18,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
188,Skiploom,grass,flying,"fairy, grass",skiploom-1,Plains,,,,Any,Clear,,,,0.9,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
613,Cubchoo,ice,,field,cubchoo-1,Frozen Ocean,,,,Any,Any,,,"natural, wild",1.8,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
625,Bisharp,dark,steel,human_like,bisharp-1,Bamboo,,,,Any,Any,,,natural,4,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
888,Zacian,fairy,,undiscovered,Not Available,,,,,,,,,,,,,,Cobblemon-fabric-1.5.2+1.20.1.jar
257,Blaziken,fire,fighting,field,blaziken-1,Plains,,,,Any,Any,,,natural,0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
715,Noivern,flying,dragon,"flying, dragon",noivern-1,Spooky,,,,Any,Any,,1,natural,5,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
715,Noivern,flying,dragon,"flying, dragon",noivern-2,Spooky,,,,Any,Any,1,,natural,2,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
715,Noivern,flying,dragon,"flying, dragon",noivern-3,Overworld,"Deep Dark, Dripstone",,,Any,Any,,,natural,5.0,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
715,Noivern,flying,dragon,"flying, dragon",noivern-4,Deep Dark,,,,Any,Any,,,natural,1,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
715,Noivern,flying,dragon,"flying, dragon",noivern-5,Deep Dark,,,,Any,Any,,,natural,1,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
410,Shieldon,rock,steel,monster,shieldon-1,Lush,,,,Any,Any,,,natural,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
396,Starly,normal,flying,flying,starly-1,"Hills, Sky, Snowy Forest, Taiga",Arid,,,Any,Any,,,"natural, treetop",9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
484,Palkia,water,dragon,undiscovered,palkia-1,Lukewarm,,,,Any,Any,,,,0.4,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
484,Palkia,water,dragon,undiscovered,palkia-2,Beach,,,,Any,Clear,,,,0.4,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
800,Necrozma,psychic,,undiscovered,necrozma,End,,,,Any,Any,,,natural,0.01,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
737,Charjabug,bug,electric,bug,charjabug-1,"Badlands, Jungle, Taiga",,,,Any,Any,,,,4,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
366,Clamperl,water,,water_1,clamperl-1,Deep Ocean,,,,Any,Any,,,underwater,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
366,Clamperl,water,,water_1,clamperl-2,Warm Ocean,,,,Any,Any,,,underwater,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
739,Crabrawler,fighting,,water_3,crabrawler-1,Coast,,,,Any,Any,,,natural,6.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
251,Celebi,psychic,grass,undiscovered,celebi-1,Forest,,,,Any,Any,,,,5,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
242,Blissey,normal,,fairy,blissey-1,Overworld,,,,Any,Any,,,"natural, urban",0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
242,Blissey,normal,,fairy,blissey-2,Overworld,,,,Any,Any,,,"natural, village",0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
464,Rhyperior,ground,rock,"monster, field",rhyperior-1,Hills,,,,Any,Any,,,"natural, wild",0.02,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
319,Sharpedo,water,dark,water_2,sharpedo-1,Ocean,,,,Any,Any,,,underwater,0.2,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
846,Arrokuda,water,,water_2,arrokuda-1,"Ocean, Mangrove Swamp",Freezing,,,Any,Any,,,underwater,1.8,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
467,Magmortar,fire,,human_like,magmortar-1,Hills,,,,Any,Clear,,,natural,0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
467,Magmortar,fire,,human_like,magmortar-2,Volcanic,,,,Any,Clear,,,natural,0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
467,Magmortar,fire,,human_like,magmortar-3,"Nether/ Basalt, Nether/ Wasteland",,,,Any,Any,,,natural,0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
674,Pancham,fighting,,"field, human_like",Not Available,,,,,,,,,,,,,,Cobblemon-fabric-1.5.2+1.20.1.jar
782,Jangmoo,dragon,,dragon,jangmoo-1,Jungle,,,,Any,Any,,,"natural, wild",9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
782,Jangmoo,dragon,,dragon,jangmoo-2,Tropical Land,,,,Any,Any,,,"natural, wild",9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
65,Alakazam,psychic,,human_like,alakazam-1,"Hills, Temperate",Magical,,,Any,Any,,,natural,0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
65,Alakazam,psychic,,human_like,alakazam-2,Magical,,,,Any,Any,,,natural,0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
65,Alakazam,psychic,,human_like,alakazam-3,Overworld,,,,Any,Any,,,mansion,0.02,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
70,Weepinbell,grass,poison,grass,weepinbell-1,Jungle,,,,Any,Any,,,natural,0.9,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
936,Armarouge,fire,psychic,human_like,armarouge-1,Nether,,,,Any,Any,,,"natural, nether_structures",5.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
936,Armarouge,fire,psychic,human_like,armarouge-2,Overworld,,,,Any,Any,,,ruined_portal,1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
24,Arbok Snake_Pattern=Classic,poison,,"field, dragon",arbok-classic-1,Arid,,,,Any,Any,,,natural,0.45,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
24,Arbok Snake_Pattern=Legacy,poison,,"field, dragon",arbok-legacy-1,Arid,,,,Any,Any,,,natural,0.03,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
24,Arbok Snake_Pattern=Attack,poison,,"field, dragon",arbok-attack-1,Arid,,,,Any,Any,,,natural,0.03,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
24,Arbok Snake_Pattern=Speed,poison,,"field, dragon",arbok-speed-1,Arid,,,,Any,Any,,,natural,0.03,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
24,Arbok Snake_Pattern=Elusive,poison,,"field, dragon",arbok-elusive-1,Arid,,,,Any,Any,,,natural,0.03,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
24,Arbok Snake_Pattern=Sound,poison,,"field, dragon",arbok-sound-1,Arid,,,,Any,Any,,,natural,0.03,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
24,Arbok Snake_Pattern=Dark,poison,,"field, dragon",arbok-dark-2,Nether/ Desert,,,,Any,Any,,,natural,0.6,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
841,Flapple,grass,dragon,"grass, dragon",Not Available,,,,,,,,,,,,,,Cobblemon-fabric-1.5.2+1.20.1.jar
19,Rattata,normal,,field,rattata-1,Grassland,Spooky,,,Any,Any,,,natural,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
